Ýlçe, Mahalle, Net Metrekare, Oda Sayýsý, Bulunduðu Kat, Isýtma Tipi, Eþya Durumu, Konut Tipi, Brüt Metrekare, Bina Yaþý, Binanýn Kat Sayýsý, Site Ýçerisinde, Fiyat
Baþakþehir , Ziya Gökalp Mahallesi,220,4+1,7,Kombi Doðalgaz,Boþ,Evet,Daire,285,4,18,35000
Baþakþehir , Güvercintepe Mahallesi,50,2+1,0,Kombi Doðalgaz,Boþ,Daire,60,0,4,Hayýr,9000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,100,2+1,20,Merkezi (Pay Ölçer),Evet,Daire,136,3,27,Boþ,25000
Baþakþehir , Güvercintepe Mahallesi,100,2+1,0,Kombi Doðalgaz,Hayýr,Daire,110,20,4,Boþ,9500
Baþakþehir , Kayabaþý Mahallesi,136,3+1,3,Merkezi (Pay Ölçer),Eþyalý,Daire,176,10,29,Hayýr,40000
Üsküdar , Salacak Mahallesi,77,2+1,3,Kombi Doðalgaz,Boþ,Daire,93,20,4,Hayýr,25750
Baþakþehir , Güvercintepe Mahallesi,180,5+2,4,Kombi Doðalgaz,Boþ,Daire,220,0,5,Hayýr,24000
Üsküdar , Salacak Mahallesi,100,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,42000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,60,1+1,5,Merkezi (Pay Ölçer),Boþ,Daire,75,3,17,Evet,12000
Üsküdar , Acýbadem Mahallesi,115,35+1,33,Merkezi (Pay Ölçer),Daire,145,15,36,Boþ,Evet,90000
Üsküdar , Selami Ali Mahallesi,130,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,140,10,4,Hayýr,51000
Baþakþehir , Kayabaþý Mahallesi,135,3+1,3,Merkezi (Pay Ölçer),Eþyalý,Daire,170,10,19,Hayýr,50000
Üsküdar , Salacak Mahallesi,100,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,42000
Baþakþehir , Güvercintepe Mahallesi,90,2+1,1,Kombi Doðalgaz,Boþ,Daire,100,3,4,Hayýr,15000
Üsküdar , Bahçelievler Mahallesi,85,2+1,2,Kombi Doðalgaz,Hayýr,Daire,100,4,5,Boþ,36000
Baþakþehir , Altýnþehir Mahallesi,190,4+2,5,Kombi Doðalgaz,Boþ,Daire,200,10,5,Hayýr,18000
Üsküdar , Barbaros Mahallesi,100,3+1,0,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,46000
Baþakþehir , Güvercintepe Mahallesi,90,2+1,1,Kombi Doðalgaz,Boþ,Daire,100,4,3,Hayýr,13000
Üsküdar , Mimar Sinan Mahallesi,85,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,90,0,5,30000
Üsküdar , Acýbadem Mahallesi,85,25+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,121,15,30,Evet,85000
Baþakþehir , Güvercintepe Mahallesi,60,1+1,0,Kombi Doðalgaz,Boþ,Daire,80,10,4,Hayýr,9500
Baþakþehir , Kayabaþý Mahallesi,90,2+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,117,4,8,Evet,33000
Üsküdar , Ahmediye Mahallesi,200,4+1,4,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,215,10,4,65000
Üsküdar , Kirazlýtepe Mahallesi,170,3+2,4,Kombi Doðalgaz,Boþ,Daire,225,25,4,Hayýr,22000
Üsküdar , Selami Ali Mahallesi,140,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,150,10,5,Hayýr,50000
Baþakþehir , Baþakþehir Mahallesi,69,2+1,3,Yerden Isýtma,Boþ,Hayýr,Daire,107,0,7,27500
Üsküdar , Acýbadem Mahallesi,100,3+1,2,Kombi Doðalgaz,Boþ,Daire,110,10,5,Hayýr,55000
Baþakþehir , Güvercintepe Mahallesi,90,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,4,3,Hayýr,14000
Üsküdar , Sultantepe Mahallesi,190,4+1,5,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,220,25,5,75000
Baþakþehir , Güvercintepe Mahallesi,85,3+1,2,Kombi Doðalgaz,Boþ,Daire,90,10,4,Hayýr,16000
Baþakþehir , Bahçeþehir 1 Kýsým Mahallesi,145,3+1,11,Merkezi (Pay Ölçer),Boþ,Daire,163,10,11,Hayýr,20000
Baþakþehir , Altýnþehir Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,85,2,4,Hayýr,12000
Üsküdar , Bulgurlu Mahallesi,30,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,35,25,5,8500
Üsküdar , Valide,80,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,90,25,4,19000
Baþakþehir , Altýnþehir Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Daire,80,10,3,Hayýr,10000
Üsküdar , Mehmet Akif Ersoy Mahallesi,100,3+1,2,Kombi Doðalgaz,Hayýr,Daire,120,15,6,Boþ,25000
Baþakþehir , Ziya Gökalp Mahallesi,110,2+1,17,Merkezi (Pay Ölçer),Eþyalý,Daire,120,10,30,Hayýr,60000
Baþakþehir , Bahçeþehir 1 Kýsým Mahallesi,40,1+1,4,Kombi Doðalgaz,Boþ,Evet,Daire,60,0,15,17000
Üsküdar , Bulgurlu Mahallesi,80,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,85,10,3,Hayýr,25000
Üsküdar , Ahmediye Mahallesi,200,4+1,4,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,215,10,4,65000
Üsküdar , Mimar Sinan Mahallesi,90,2+1,3,Kombi Doðalgaz,Boþ,Hayýr,Daire,100,25,3,25000
Üsküdar , Salacak Mahallesi,80,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,85,25,5,Hayýr,21000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,140,3+1,0,Kombi Doðalgaz,Boþ,Evet,Daire,150,25,9,17000
Üsküdar , Ünalan Mahallesi,90,3+1,0,Kombi Doðalgaz,Daire,100,10,4,Boþ,Hayýr,21000
Üsküdar , Zeynep Kamil Mahallesi,85,2+1,3,Kombi Doðalgaz,Boþ,Hayýr,Daire,90,25,3,19000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,85,2+1,4,Merkezi (Pay Ölçer),Eþyalý,Evet,Daire,100,4,20,25000
Üsküdar , Barbaros Mahallesi,120,3+1,9,Merkezi Doðalgaz,Hayýr,Daire,145,25,15,Eþyalý,42000
Üsküdar , Barbaros Mahallesi,100,3+1,4,Kombi Doðalgaz,Boþ,Daire,125,0,4,Hayýr,50000
Baþakþehir , Güvercintepe Mahallesi,80,2+1,1,Kombi Fueloil,Boþ,Daire,90,15,4,Evet,10500
Baþakþehir , Güvercintepe Mahallesi,110,3+1,3,Merkezi Doðalgaz,Boþ,Daire,125,1,5,Hayýr,17000
Üsküdar , Bahçelievler Mahallesi,108,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,118,2,4,Evet,108000
Üsküdar , Ýcadiye Mahallesi,50,1+1,0,Kombi Doðalgaz,Boþ,Daire,55,25,4,Hayýr,14500
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,80,2+1,2,Merkezi (Pay Ölçer),Boþ,Daire,95,0,13,Evet,17500
Baþakþehir , Baþakþehir Mahallesi,70,2+1,7,Merkezi (Pay Ölçer),Boþ,Evet,Daire,105,2,15,26000
Üsküdar , Selami Ali Mahallesi,140,3+1,3,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,150,10,5,51000
Baþakþehir , Baþakþehir Mahallesi,55,1+1,11,Merkezi Doðalgaz,Eþyalý,Daire,75,0,23,Evet,17500
Baþakþehir , Baþak Mahallesi,85,2+1,3,Kombi Doðalgaz,Boþ,Daire,87,25,11,Evet,16000
Üsküdar , Zeynep Kamil Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,85,25,4,17000
Baþakþehir , Kayabaþý Mahallesi,120,3+1,1,Merkezi (Pay Ölçer),Eþyalý,Hayýr,Daire,146,10,7,60000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,56,1+1,25,Merkezi (Pay Ölçer),Boþ,Daire,77,4,27,Evet,15000
Baþakþehir , Güvercintepe Mahallesi,100,3+1,3,Kombi Doðalgaz,Boþ,Daire,115,15,12,Evet,18000
Üsküdar , Murat Reis Mahallesi,60,2+1,1,Kombi Doðalgaz,Boþ,Daire,75,0,4,Hayýr,26000
Üsküdar , Barbaros Mahallesi,47,1+1,1,Merkezi (Pay Ölçer),Boþ,Daire,55,2,5,Evet,30000
Baþakþehir , Altýnþehir Mahallesi,90,2+1,0,Kombi Doðalgaz,Boþ,Daire,105,0,3,Hayýr,13000
Üsküdar , Kandilli Mahallesi,200,4+1,2,Kombi Doðalgaz,Boþ,Daire,220,20,5,Hayýr,80000
Baþakþehir , Baþakþehir Mahallesi,70,2+1,5,Yerden Isýtma,Boþ,Daire,100,0,8,Hayýr,23000
Üsküdar , Sultantepe Mahallesi,120,3+1,3,Kombi Doðalgaz,Boþ,Daire,130,15,3,Hayýr,28000
Baþakþehir , Ziya Gökalp Mahallesi,80,2+1,5,Yerden Isýtma,Boþ,Daire,102,0,8,Hayýr,23000
Baþakþehir , Kayabaþý Mahallesi,120,2+1,2,Merkezi (Pay Ölçer),Boþ,Evet,Daire,146,10,5,30000
Üsküdar , Cumhuriyet Mahallesi,85,3+1,1,Kombi Doðalgaz,Boþ,Daire,102,25,4,Evet,20000
Üsküdar , Murat Reis Mahallesi,100,2+1,2,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,110,25,4,25000
Üsküdar , Mimar Sinan Mahallesi,80,2+1,3,Kombi Doðalgaz,Boþ,Hayýr,Daire,85,0,5,34000
Baþakþehir , Kayabaþý Mahallesi,120,3+1,3,Merkezi (Pay Ölçer),Boþ,Daire,125,15,10,Evet,27000
Üsküdar , Murat Reis Mahallesi,60,2+1,1,Kombi Doðalgaz,Boþ,Daire,75,0,4,Hayýr,26000
Baþakþehir , Baþakþehir Mahallesi,75,2+1,2,Kombi Doðalgaz,Boþ,Daire,85,25,10,Evet,20000
Baþakþehir , Baþakþehir Mahallesi,115,3+1,2,Merkezi (Pay Ölçer),Boþ,Daire,165,10,7,Evet,30000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,105,3+1,4,Merkezi (Pay Ölçer),Boþ,Daire,136,10,12,Evet,22500
Üsküdar , Murat Reis Mahallesi,100,2+1,2,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,110,25,4,25000
Baþakþehir , Altýnþehir Mahallesi,210,5+2,3,Kombi Doðalgaz,Boþ,Daire,225,0,4,Hayýr,20000
Baþakþehir , Kayabaþý Mahallesi,130,3+1,3,Merkezi (Pay Ölçer),Eþyalý,Evet,Daire,170,10,19,40000
Üsküdar , Mimar Sinan Mahallesi,55,2+1,0,Kombi Doðalgaz,Boþ,Daire,65,0,4,Hayýr,25000
Baþakþehir , Altýnþehir Mahallesi,120,3+1,0,Kombi Doðalgaz,Boþ,Daire,130,0,4,Hayýr,12000
Baþakþehir , Kayabaþý Mahallesi,60,2+1,4,Merkezi (Pay Ölçer),Eþyalý,Daire,69,10,8,Hayýr,16750
Baþakþehir , Baþakþehir Mahallesi,200,5+1,3,Merkezi (Pay Ölçer),Boþ,Daire,266,15,12,Evet,70000
Üsküdar , Mehmet Akif Ersoy Mahallesi,100,3+1,0,Kombi Doðalgaz,Boþ,Daire,115,20,5,Evet,27000
Üsküdar , Valide,90,2+1,1,Kombi Doðalgaz,Eþyalý,Daire,95,25,4,Hayýr,23000
Baþakþehir , Baþakþehir Mahallesi,50,1+1,3,Merkezi (Pay Ölçer),Boþ,Daire,65,2,12,Evet,17000
Üsküdar , Murat Reis Mahallesi,55,1+1,1,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,65,25,4,27500
Baþakþehir , Ziya Gökalp Mahallesi,200,4+1,7,Merkezi (Pay Ölçer),Boþ,Daire,267,10,17,Evet,35000
Üsküdar , Acýbadem Mahallesi,190,4+2,4,Kombi Doðalgaz,Boþ,Daire,210,0,4,Hayýr,92000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,75,1+1,16,Merkezi (Pay Ölçer),Boþ,Daire,90,20,20,Evet,24900
Üsküdar , Murat Reis Mahallesi,55,2+1,0,Kombi Doðalgaz,Boþ,Daire,60,0,4,Hayýr,17900
Baþakþehir , Güvercintepe Mahallesi,65,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,3,7,Hayýr,13900
Baþakþehir , Baþakþehir Mahallesi,250,5+1,11,Yerden Isýtma,Boþ,Daire,320,4,13,Evet,100000
Baþakþehir , Güvercintepe Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,85,4,4,Hayýr,12000
Üsküdar , Güzeltepe Mahallesi,100,3+1,2,Kombi Doðalgaz,Hayýr,Daire,110,15,4,Boþ,22000
Baþakþehir , Güvercintepe Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,85,4,4,Hayýr,12500
Baþakþehir , Güvercintepe Mahallesi,130,2+1,0,Doðalgaz Sobalý,Boþ,Daire,140,20,1,Hayýr,7500
Baþakþehir , Bahçeþehir 1 Kýsým Mahallesi,135,3+1,10,Merkezi (Pay Ölçer),Boþ,Daire,163,10,11,Evet,25000
Üsküdar , Barbaros Mahallesi,75,2+1,2,Kombi Doðalgaz,Boþ,Daire,90,25,5,Hayýr,15000
Baþakþehir , Bahçeþehir 1 Kýsým Mahallesi,130,35+1,11,Merkezi (Pay Ölçer),Boþ,Daire,170,1,16,Evet,37000
Baþakþehir , Baþakþehir Mahallesi,155,4+1,14,Merkezi (Pay Ölçer),Eþyalý,Daire,215,10,32,Evet,40000
Üsküdar , Mimar Sinan Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,80,0,4,25000
Baþakþehir , Baþakþehir Mahallesi,200,5+1,3,Merkezi (Pay Ölçer),Boþ,Daire,266,15,11,Evet,69000
Baþakþehir , Güvercintepe Mahallesi,80,2+1,3,Kombi Doðalgaz,Boþ,Daire,85,15,3,Hayýr,12000
Üsküdar , Ünalan Mahallesi,95,2+1,3,Kombi Doðalgaz,Boþ,Daire,105,20,5,Hayýr,25500
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,85,2+1,0,Kombi Doðalgaz,Boþ,Daire,95,20,5,Evet,13000
Üsküdar , Valide,40,15+1,0,Klimalý,Eþyalý,Hayýr,Daire,50,25,4,13000
Baþakþehir , Baþakþehir Mahallesi,180,4+1,1,Merkezi (Pay Ölçer),Boþ,Daire,215,10,14,Evet,42500
Üsküdar , Acýbadem Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,95,0,4,Hayýr,53000
Üsküdar , Barbaros Mahallesi,115,3+1,1,Kombi Doðalgaz,Boþ,Daire,130,25,2,Hayýr,49500
Üsküdar , Küçüksu Mahallesi,75,2+1,0,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,80,25,2,25000
Baþakþehir , Güvercintepe Mahallesi,70,2+1,9,Merkezi (Pay Ölçer),Boþ,Daire,75,15,10,Evet,15000
Üsküdar , Valide,90,2+1,1,Kombi Doðalgaz,Eþyalý,Daire,95,25,4,Hayýr,23000
Üsküdar , Ferah Mahallesi,81,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,100,10,3,Hayýr,27500
Üsküdar , Acýbadem Mahallesi,95,3+1,2,Kombi Doðalgaz,Boþ,Daire,110,0,4,Hayýr,70000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,120,2+1,9,Merkezi (Pay Ölçer),Eþyalý,Daire,135,25,20,Evet,35000
Baþakþehir , Baþakþehir Mahallesi,120,3+1,1,Kombi Doðalgaz,Boþ,Daire,127,15,5,Evet,27500
Üsküdar , Mimar Sinan Mahallesi,75,2+1,-1,Yerden Isýtma,Boþ,Daire,80,0,5,Hayýr,22000
Üsküdar , Mimar Sinan Mahallesi,65,1+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,70,0,4,24000
Baþakþehir , Kayabaþý Mahallesi,42,1+1,3,Merkezi (Pay Ölçer),Boþ,Daire,58,0,10,Evet,22500
Üsküdar , Salacak Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,80,25,4,20000
Baþakþehir , Kayabaþý Mahallesi,42,1+1,3,Merkezi (Pay Ölçer),Boþ,Daire,58,0,10,Evet,22500
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,100,3+1,8,Merkezi (Pay Ölçer),Boþ,Daire,120,0,11,Evet,24000
Üsküdar , Bahçelievler Mahallesi,160,3+2,5,Kombi Doðalgaz,Boþ,Daire,180,3,5,Hayýr,43750
Üsküdar , Zeynep Kamil Mahallesi,55,1+1,4,Kombi Doðalgaz,Boþ,Hayýr,Daire,60,10,4,21500
Üsküdar , Ýcadiye Mahallesi,70,2+1,3,Kombi Doðalgaz,Boþ,Daire,75,25,3,Hayýr,30000
Üsküdar , Valide,90,2+1,1,Kombi Doðalgaz,Eþyalý,Daire,95,25,4,Hayýr,23000
Baþakþehir , Baþakþehir Mahallesi,90,2+1,1,Merkezi (Pay Ölçer),Boþ,Daire,115,10,13,Evet,23000
Üsküdar , Ahmediye Mahallesi,150,4+1,4,Kombi Doðalgaz,Boþ,Daire,160,10,4,Hayýr,70000
Üsküdar , Bulgurlu Mahallesi,70,2+1,0,Kombi Doðalgaz,Hayýr,Daire,90,15,5,Eþyalý,35000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,210,5+1,5,Kombi Doðalgaz,Boþ,Daire,257,10,6,Evet,90000
Üsküdar , Valide,50,1+1,0,Kombi Doðalgaz,Boþ,Daire,65,25,4,Hayýr,15000
Baþakþehir , Kayabaþý Mahallesi,85,2+1,7,Merkezi (Pay Ölçer),Eþyalý,Daire,90,15,11,Evet,17000
Baþakþehir , Güvercintepe Mahallesi,60,2+1,12,Kombi Doðalgaz,Evet,Daire,75,15,13,Boþ,13000
Üsküdar , Barbaros Mahallesi,115,3+1,0,Kombi Doðalgaz,Boþ,Daire,120,0,5,Hayýr,50000
Baþakþehir , Baþakþehir Mahallesi,100,3+1,1,Kombi Doðalgaz,Boþ,Daire,127,15,5,Evet,27500
Üsküdar , Valide,90,25+1,1,Kombi Doðalgaz,Boþ,Hayýr,Daire,100,25,3,23000
Üsküdar , Ahmediye Mahallesi,55,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,65,25,4,Hayýr,20000
Üsküdar , Ýcadiye Mahallesi,55,1+1,0,Kombi Doðalgaz,Boþ,Daire,60,0,4,Hayýr,25000
Üsküdar , Kýsýklý Mahallesi,60,2+1,0,Kombi Doðalgaz,Boþ,Daire,100,10,4,Hayýr,22000
Üsküdar , Ahmediye Mahallesi,55,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,65,25,4,Hayýr,20000
Baþakþehir , Altýnþehir Mahallesi,180,4+2,4,Kombi Doðalgaz,Boþ,Daire,200,4,4,Hayýr,15000
Baþakþehir , Güvercintepe Mahallesi,70,2+1,13,Merkezi (Pay Ölçer),Eþyalý,Evet,Daire,80,20,13,2250000
Üsküdar , Mimar Sinan Mahallesi,90,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,100,25,4,20000
Baþakþehir , Altýnþehir Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,2,4,Hayýr,11000
Üsküdar , Cumhuriyet Mahallesi,70,2+1,1,Kombi Doðalgaz,Boþ,Daire,75,20,4,Hayýr,20000
Baþakþehir , Ziya Gökalp Mahallesi,96,2+1,6,Yerden Isýtma,Boþ,Daire,106,0,7,Hayýr,22000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,117,3+1,13,Merkezi (Pay Ölçer),Boþ,Daire,156,10,15,Evet,28000
Üsküdar , Valide,75,2+1,2,Kombi Doðalgaz,Boþ,Hayýr,Daire,80,25,4,20000
Baþakþehir , Altýnþehir Mahallesi,60,1+1,0,Kombi Doðalgaz,Daire,70,0,3,Boþ,Hayýr,10000
Üsküdar , Zeynep Kamil Mahallesi,75,2+1,1,Kombi Doðalgaz,Boþ,Hayýr,Daire,80,15,4,20000
Baþakþehir , Baþakþehir Mahallesi,115,3+1,3,Merkezi (Pay Ölçer),Boþ,Daire,125,20,10,Evet,25000
Üsküdar , Ferah Mahallesi,70,2+1,3,Kombi Doðalgaz,Hayýr,Daire,80,10,5,Boþ,25000
Baþakþehir , Baþakþehir Mahallesi,112,3+1,6,Merkezi Doðalgaz,Boþ,Daire,135,15,12,Evet,30000
Baþakþehir , Altýnþehir Mahallesi,85,1 Oda,0,Kombi Doðalgaz,Boþ,Daire,90,0,4,Hayýr,25000
Üsküdar , Ahmediye Mahallesi,55,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,65,25,4,Hayýr,20000
Baþakþehir , Güvercintepe Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,3,4,Hayýr,8000
Baþakþehir , Baþakþehir Mahallesi,112,3+1,6,Merkezi Doðalgaz,Boþ,Daire,135,15,12,Evet,30000
Üsküdar , Cumhuriyet Mahallesi,65,2+1,2,Kombi Doðalgaz,Boþ,Daire,75,0,4,Hayýr,25000
Baþakþehir , Güvercintepe Mahallesi,170,3+1,1,Merkezi Doðalgaz,Eþyalý,Evet,Daire,180,1,15,30000
Baþakþehir , Altýnþehir Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,4,4,Hayýr,9000
Üsküdar , Kýsýklý Mahallesi,55,15+1,-2,Kombi Doðalgaz,Eþyalý,Daire,70,2,4,Hayýr,25000
Üsküdar , Valide,100,3+1,3,Kombi Doðalgaz,Boþ,Daire,120,25,5,Hayýr,22000
Baþakþehir , Altýnþehir Mahallesi,110,3+1,3,Kombi Doðalgaz,Boþ,Daire,123,0,4,Hayýr,15000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,145,3+1,1,Kombi Doðalgaz,Boþ,Daire,156,20,5,Evet,18000
Üsküdar , Küplüce Mahallesi,45,1+1,0,Kombi Doðalgaz,Hayýr,Daire,55,1,5,Boþ,20000
Üsküdar , Ahmediye Mahallesi,80,2+1,2,Kombi Doðalgaz,Boþ,Hayýr,Daire,85,25,4,20000
Baþakþehir , Kayabaþý Mahallesi,36,1+1,8,Merkezi (Pay Ölçer),Boþ,Daire,61,0,15,Evet,20000
Üsküdar , Acýbadem Mahallesi,75,2+1,0,Merkezi (Pay Ölçer),Boþ,Daire,88,25,4,Hayýr,28000
Üsküdar , Zeynep Kamil Mahallesi,75,2+1,2,Kombi Doðalgaz,Boþ,Daire,80,25,4,Hayýr,25000
Üsküdar , Güzeltepe Mahallesi,132,3+1,3,Kombi Doðalgaz,Boþ,Daire,165,0,5,Hayýr,50000
Baþakþehir , Kayabaþý Mahallesi,100,2+1,21,Merkezi (Pay Ölçer),Boþ,Daire,126,4,24,Evet,30000
Üsküdar , Mimar Sinan Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,80,25,4,17000
Üsküdar , Çengelköy Mahallesi,80,2+1,0,Sobalý,Eþyalý,Hayýr,Daire,85,25,4,9900
Baþakþehir , Kayabaþý Mahallesi,85,2+1,13,Merkezi (Pay Ölçer),Eþyalý,Evet,Daire,90,20,13,18000
Üsküdar , Sultantepe Mahallesi,105,3+1,3,Kombi Doðalgaz,Boþ,Hayýr,Daire,120,25,5,23500
Baþakþehir , Altýnþehir Mahallesi,100,3+1,4,Kombi Doðalgaz,Boþ,Daire,115,10,4,Hayýr,13000
Üsküdar , Ahmediye Mahallesi,75,2+1,2,Kombi Doðalgaz,Boþ,Daire,80,25,3,Hayýr,18000
Baþakþehir , Kayabaþý Mahallesi,121,3+1,8,Merkezi (Pay Ölçer),Eþyalý,Daire,148,10,9,Evet,33500
Baþakþehir , Baþakþehir Mahallesi,49,1+1,2,Yerden Isýtma,Boþ,Daire,64,0,7,Hayýr,24000
Baþakþehir , Altýnþehir Mahallesi,180,4+2,4,Kombi Doðalgaz,Boþ,Daire,200,4,4,Hayýr,15000
Baþakþehir , Baþakþehir Mahallesi,80,2+1,6,Yerden Isýtma,Boþ,Daire,106,0,7,Hayýr,30000
Üsküdar , Mimar Sinan Mahallesi,70,2+1,3,Kombi Doðalgaz,Boþ,Daire,82,0,5,Hayýr,34000
Baþakþehir , Altýnþehir Mahallesi,55,1+1,0,Kombi Doðalgaz,Boþ,Daire,70,1,5,Hayýr,10000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,55,1+1,19,Merkezi (Pay Ölçer),Boþ,Daire,70,4,25,Evet,14000
Baþakþehir , Baþakþehir Mahallesi,49,1+1,2,Yerden Isýtma,Boþ,Daire,64,0,7,Hayýr,20000
Üsküdar , Yavuztürk Mahallesi,85,2+1,1,Kombi Doðalgaz,Hayýr,Daire,95,15,10,Boþ,22000
Baþakþehir , Ziya Gökalp Mahallesi,100,1 Oda,0,Sobalý,Boþ,Hayýr,Daire,110,15,4,15000
Üsküdar , Çengelköy Mahallesi,80,2+1,0,Sobalý,Eþyalý,Hayýr,Daire,85,25,4,9900
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,150,3+1,1,Kombi Doðalgaz,Evet,Daire,160,20,3,Boþ,23000
Baþakþehir , Güvercintepe Mahallesi,75,1+1,0,Merkezi Fueloil,Boþ,Hayýr,Daire,80,2,4,10000
Üsküdar , Güzeltepe Mahallesi,110,3+1,2,Kombi Doðalgaz,Boþ,Daire,127,0,5,Hayýr,45000
Baþakþehir , Güvercintepe Mahallesi,175,3+2,5,Kombi Doðalgaz,Boþ,Daire,180,0,5,Hayýr,18000
Üsküdar , Acýbadem Mahallesi,50,1+1,0,Merkezi Doðalgaz,Boþ,Daire,65,25,7,Hayýr,12000
Üsküdar , Zeynep Kamil Mahallesi,90,3+1,4,Kombi Doðalgaz,Boþ,Hayýr,Daire,100,25,4,16000
Baþakþehir , Güvercintepe Mahallesi,85,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,4,4,Hayýr,10000
Üsküdar , Güzeltepe Mahallesi,185,5+1,5,Kombi Doðalgaz,Boþ,Daire,220,0,5,Hayýr,55000
Üsküdar , Küçüksu Mahallesi,75,2+1,0,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,80,25,2,25000
Üsküdar , Mimar Sinan Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Daire,80,25,5,Hayýr,13250
Baþakþehir , Kayabaþý Mahallesi,165,3+1,14,Merkezi (Pay Ölçer),Boþ,Daire,182,10,16,Evet,45000
Üsküdar , Mimar Sinan Mahallesi,85,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,0,6,Hayýr,30000
Baþakþehir , Kayabaþý Mahallesi,75,2+1,3,Kombi Doðalgaz,Boþ,Evet,Daire,85,15,10,17500
Baþakþehir , Altýnþehir Mahallesi,130,4+2,4,Kombi Doðalgaz,Boþ,Daire,140,0,4,Hayýr,17000
Üsküdar , Kýsýklý Mahallesi,105,3+1,0,Kombi Doðalgaz,Eþyalý,Daire,128,15,3,Hayýr,27500
